#separator:tab
#html:true
#columns:Front	Back	Tags
Front	Back	Tags
Rigid Sabbath rules with no compassion - rest as scorekeeping. What comes first?	Rest serves love - mercy first.<br><br><a href="https://www.jorap.com/notes/sabbath-for-good/">Read note: Sabbath for Good</a>	jorap-notes Eternal Principles Jesus Rhythms
Rigid rule-keeping with no compassion - worship of the schedule. What's the move?	Do good today - not theater.<br><br><a href="https://www.jorap.com/notes/sabbath-for-good/">Read note: Sabbath for Good</a>	jorap-notes Eternal Principles Jesus Rhythms
Family needed me Sunday, I quoted policy - rest over mercy. What's the move?	Mercy beats empty rules.<br><br><a href="https://www.jorap.com/notes/sabbath-for-good/">Read note: Sabbath for Good</a>	jorap-notes Eternal Principles Jesus Rhythms
Same sin pattern after conversion - feels like faith did not take. What's still true?	Standing settled - slow becoming still running.<br><br><a href="https://www.jorap.com/notes/sanctification/">Read note: Sanctification</a>	jorap-notes Eternal Principles Sanctification
Waiting to feel holy before I call myself saved - holiness before standing. What's the move?	Justified at faith - holiness follows.<br><br><a href="https://www.jorap.com/notes/sanctification/">Read note: Sanctification</a>	jorap-notes Eternal Principles Sanctification
Bible reading streak is my proof God accepts me. Mixing up what saves vs what grows?	Faith saves - growth comes after.<br><br><a href="https://www.jorap.com/notes/sanctification/">Read note: Sanctification</a>	jorap-notes Eternal Principles Sanctification
Fruitless week and panic that I am fake. What's still true?	Standing settled - keep abiding, keep obeying.<br><br><a href="https://www.jorap.com/notes/sanctification/">Read note: Sanctification</a>	jorap-notes Eternal Principles Sanctification
Forcing holiness by will alone - no prayer, no Scripture. What's missing?	Abide first - fruit from connection.<br><br><a href="https://www.jorap.com/notes/sanctification/">Read note: Sanctification</a>	jorap-notes Eternal Principles Sanctification
One emotional Sunday high, same temper by Friday. What kind of change is this?	Daily growth - not one sprint.<br><br><a href="https://www.jorap.com/notes/sanctification/">Read note: Sanctification</a>	jorap-notes Eternal Principles Sanctification
About to post my quiet time for likes. Who's the real audience?	Father alone - not the feed.<br><br><a href="https://www.jorap.com/notes/secret-devotion/">Read note: Secret Devotion</a>	jorap-notes Eternal Principles Prayer
Giving with one hand while the other broadcasts it. What's the move?	Give in secret - Father who sees repays.<br><br><a href="https://www.jorap.com/notes/secret-devotion/">Read note: Secret Devotion</a>	jorap-notes Eternal Principles Prayer
Prayer crafted for how it sounds out loud at dinner. One fix?	Pray in secret - real audience is Father.<br><br><a href="https://www.jorap.com/notes/secret-devotion/">Read note: Secret Devotion</a>	jorap-notes Eternal Principles Prayer
Fasting but making sure people notice I am suffering. What's the move?	Fast in secret - wash face, live normal.<br><br><a href="https://www.jorap.com/notes/secret-devotion/">Read note: Secret Devotion</a>	jorap-notes Eternal Principles Prayer
Every piety act becoming content for applause - feed before Father. What's the move?	Hidden devotion - not content for applause.<br><br><a href="https://www.jorap.com/notes/secret-devotion/">Read note: Secret Devotion</a>	jorap-notes Eternal Principles Prayer
Tempted to skip secret prayer because no one saw. Who saw?	Father sees hidden - that&#x27;s enough.<br><br><a href="https://www.jorap.com/notes/secret-devotion/">Read note: Secret Devotion</a>	jorap-notes Eternal Principles Prayer
Anxiety scrolling finances before I've prayed. What comes first?	Kingdom first - pray, then act.<br><br><a href="https://www.jorap.com/notes/seek-the-kingdom-first/">Read note: Seek the Kingdom First</a>	jorap-notes Eternal Principles Priorities
Calendar filled before I opened Scripture this week. Reorder - what comes first?	Kingdom first - Scripture before inbox.<br><br><a href="https://www.jorap.com/notes/seek-the-kingdom-first/">Read note: Seek the Kingdom First</a>	jorap-notes Eternal Principles Priorities
Tuesday 7am, house loud, Bible still closed on the counter. What comes first?	Open Scripture before the inbox.<br><br><a href="https://www.jorap.com/notes/seek-the-kingdom-first/">Read note: Seek the Kingdom First</a>	jorap-notes Eternal Principles Priorities
Work hustle and Sunday worship pulling opposite - two masters, one calendar. What's the move?	Serve God first - money is not master.<br><br><a href="https://www.jorap.com/notes/seek-the-kingdom-first/">Read note: Seek the Kingdom First</a>	jorap-notes Eternal Principles Priorities
Wallet and calendar both pulling hard. One reframe before I chase either?	Aim treasure at what lasts with God.<br><br><a href="https://www.jorap.com/notes/seek-the-kingdom-first/">Read note: Seek the Kingdom First</a>	jorap-notes Eternal Principles Priorities
Treating kingdom life like something I must earn. What's the actual entry?	Receive by faith - then live it.<br><br><a href="https://www.jorap.com/notes/seek-the-kingdom-first/">Read note: Seek the Kingdom First</a>	jorap-notes Eternal Principles Priorities
Snapped at my kid and dread hit - like God revoked my ticket to heaven. Two different things?	Standing stays - confess, restore fellowship.<br><br><a href="https://www.jorap.com/notes/standing-vs-fellowship/">Read note: Standing vs Fellowship</a>	jorap-notes Eternal Principles Faith
Hidden sin exposed - shame says I am not really saved. What's still true?	Justified at faith - fellowship needs repair.<br><br><a href="https://www.jorap.com/notes/standing-vs-fellowship/">Read note: Standing vs Fellowship</a>	jorap-notes Eternal Principles Faith
Skipping prayer for a week - panic I am back on probation with God. Correct the categories?	Standing settled - walk the closeness back.<br><br><a href="https://www.jorap.com/notes/standing-vs-fellowship/">Read note: Standing vs Fellowship</a>	jorap-notes Eternal Principles Faith
Friend says God turned His back because they messed up. One sentence back?	Standing on Christ stays - confess, come close again.<br><br><a href="https://www.jorap.com/notes/standing-vs-fellowship/">Read note: Standing vs Fellowship</a>	jorap-notes Eternal Principles Faith
Worship feels hollow after an unresolved fight - closeness cracked, not standing. What's the move?	Fellowship - reconcile, then worship.<br><br><a href="https://www.jorap.com/notes/standing-vs-fellowship/">Read note: Standing vs Fellowship</a>	jorap-notes Eternal Principles Faith
Bad season and terror heaven access got revoked. What's still settled?	Standing on Christ - confess, walk closeness back.<br><br><a href="https://www.jorap.com/notes/standing-vs-fellowship/">Read note: Standing vs Fellowship</a>	jorap-notes Eternal Principles Faith
Promotion landed and by Thursday I am delegating mess and grabbing visible wins. What's the title for?	Their good - keep serving, do not coast.<br><br><a href="https://www.jorap.com/notes/steward-after-the-win/">Read note: Steward After the Win</a>	jorap-notes Eternal Principles Stewardship
Traffic spiked two weeks ago and I have not published since. What's the move?	Ship while the window&#x27;s warm.<br><br><a href="https://www.jorap.com/notes/steward-after-the-win/">Read note: Steward After the Win</a>	jorap-notes Eternal Principles Stewardship
Early win landed and I am tempted to coast on what I was given. What's the move?	Keep using the gift - quiet Tuesdays count.<br><br><a href="https://www.jorap.com/notes/steward-after-the-win/">Read note: Steward After the Win</a>	jorap-notes Eternal Principles Stewardship
One heroic volunteer week and I am skipping the boring follow-through. What gets reviewed?	Faithful use over years - not one week.<br><br><a href="https://www.jorap.com/notes/steward-after-the-win/">Read note: Steward After the Win</a>	jorap-notes Eternal Principles Stewardship
Launch post went up and the backlog can wait. What's the move?	Close the tail - win is not the end.<br><br><a href="https://www.jorap.com/notes/steward-after-the-win/">Read note: Steward After the Win</a>	jorap-notes Eternal Principles Stewardship
Celebrating halftime while the third quarter is still ahead. One move?	Steward the middle - do not coast.<br><br><a href="https://www.jorap.com/notes/steward-after-the-win/">Read note: Steward After the Win</a>	jorap-notes Eternal Principles Stewardship
Promotion landed and I am treating the team like support staff. What's the title for?	Entrusted for their good - not my trophy.<br><br><a href="https://www.jorap.com/notes/success-is-stewardship/">Read note: Success is Stewardship</a>	jorap-notes Eternal Principles Stewardship
Site traffic spiked and I am acting like I own the audience. One reframe?	Steward reach - share, do not hoard.<br><br><a href="https://www.jorap.com/notes/success-is-stewardship/">Read note: Success is Stewardship</a>	jorap-notes Eternal Principles Stewardship
One heroic volunteer week feels like my whole eternal report card. Correct the order?	Saved by faith - well done follows.<br><br><a href="https://www.jorap.com/notes/success-is-stewardship/">Read note: Success is Stewardship</a>	jorap-notes Eternal Principles Stewardship
I am the only one who knows the workaround and I am hoarding it. Steward move?	Share what you learned - do not bury it.<br><br><a href="https://www.jorap.com/notes/success-is-stewardship/">Read note: Success is Stewardship</a>	jorap-notes Eternal Principles Stewardship
Early win landed and I am tempted to coast on what I was given. What's the move?	Steward it - keep using the gift faithfully.<br><br><a href="https://www.jorap.com/notes/success-is-stewardship/">Read note: Success is Stewardship</a>	jorap-notes Eternal Principles Stewardship
Platform changed the rules overnight and reach vanished - rented land felt like mine. What's the move?	Steward what lasts - rented reach wasn&#x27;t mine.<br><br><a href="https://www.jorap.com/notes/success-is-stewardship/">Read note: Success is Stewardship</a>	jorap-notes Eternal Principles Stewardship
Invited only polished families to dinner - awkward guy still alone. What's the move?	Open table - eat with sinners too.<br><br><a href="https://www.jorap.com/notes/table-fellowship/">Read note: Table Fellowship</a>	jorap-notes Eternal Principles Jesus Rhythms
Posted community coffee, never sat with the awkward guy - brand over plate. What's the move?	One meal - presence, not brand.<br><br><a href="https://www.jorap.com/notes/table-fellowship/">Read note: Table Fellowship</a>	jorap-notes Eternal Principles Jesus Rhythms
Grumbling from the doorway about the wrong crowd - judgment from the hall. What's the move?	Stay at the table - Physician with the sick.<br><br><a href="https://www.jorap.com/notes/table-fellowship/">Read note: Table Fellowship</a>	jorap-notes Eternal Principles Jesus Rhythms
Fellowship as a program slot, not a plate shared - calendar event. What's the move?	Share a meal - presence, not a program.<br><br><a href="https://www.jorap.com/notes/table-fellowship/">Read note: Table Fellowship</a>	jorap-notes Eternal Principles Jesus Rhythms
Avoiding the tax collector type at lunch - wrong crowd fear. What's the move?	Sit with them - invite them over.<br><br><a href="https://www.jorap.com/notes/table-fellowship/">Read note: Table Fellowship</a>	jorap-notes Eternal Principles Jesus Rhythms
Table as stage for my reputation - performance over presence. What's the move?	Presence at the table - not a stage.<br><br><a href="https://www.jorap.com/notes/table-fellowship/">Read note: Table Fellowship</a>	jorap-notes Eternal Principles Jesus Rhythms
Comfortable faith - avoiding the hard obedience I heard preached. What's the daily move?	Deny self - follow Him today.<br><br><a href="https://www.jorap.com/notes/take-up-your-cross/">Read note: Take Up Your Cross</a>	jorap-notes Eternal Principles Discipleship
Cross-bearing to feel saved - what's the wrong order in my head?	Shape daily following - grace already saved.<br><br><a href="https://www.jorap.com/notes/take-up-your-cross/">Read note: Take Up Your Cross</a>	jorap-notes Eternal Principles Discipleship
One big surrender last year, same sin pattern today. What frequency am I missing?	Daily - pick up cross again today.<br><br><a href="https://www.jorap.com/notes/take-up-your-cross/">Read note: Take Up Your Cross</a>	jorap-notes Eternal Principles Discipleship
Clutching comfort when obedience will cost me something today. What's the move?	Let comfort go - follow behind Him.<br><br><a href="https://www.jorap.com/notes/take-up-your-cross/">Read note: Take Up Your Cross</a>	jorap-notes Eternal Principles Discipleship
Choosing scroll over the costly obedience I know is next. What's the fork?	Deny self - follow him today.<br><br><a href="https://www.jorap.com/notes/take-up-your-cross/">Read note: Take Up Your Cross</a>	jorap-notes Eternal Principles Discipleship
Heard the hard teaching, unchanged how I treat people. What's missing?	Do what he said - act today.<br><br><a href="https://www.jorap.com/notes/take-up-your-cross/">Read note: Take Up Your Cross</a>	jorap-notes Eternal Principles Discipleship
Asked to pray out loud before a hard moment - crowd watching. What's the move?	Thank the Father aloud - then move.<br><br><a href="https://www.jorap.com/notes/thank-father-at-lazarus/">Read note: Thank Father at Lazarus</a>	jorap-notes Eternal Principles Jesus Prayers
Tempted to whisper prayer no one can hear when faith is on the line. What's the move?	Speak thanks - Father always hears.<br><br><a href="https://www.jorap.com/notes/thank-father-at-lazarus/">Read note: Thank Father at Lazarus</a>	jorap-notes Eternal Principles Jesus Prayers
About to act in someone's crisis - team watching my face. What's the move?	Look up - thank the Father, then move.<br><br><a href="https://www.jorap.com/notes/thank-father-at-lazarus/">Read note: Thank Father at Lazarus</a>	jorap-notes Eternal Principles Jesus Prayers
Worried public prayer sounds showy - showing-off fear loaded. What's the move?	Point them to the Father - not to me.<br><br><a href="https://www.jorap.com/notes/thank-father-at-lazarus/">Read note: Thank Father at Lazarus</a>	jorap-notes Eternal Principles Jesus Prayers
Team waiting for me to pray before bad news hits. What's the move?	Thank You, Father - You hear Me.<br><br><a href="https://www.jorap.com/notes/thank-father-at-lazarus/">Read note: Thank Father at Lazarus</a>	jorap-notes Eternal Principles Jesus Prayers
Doubting God heard my private prayer - silence feels safer. What's the move?	Trust and speak - Father always hears.<br><br><a href="https://www.jorap.com/notes/thank-father-at-lazarus/">Read note: Thank Father at Lazarus</a>	jorap-notes Eternal Principles Jesus Prayers
New believer saw the verse plain while I stacked three commentaries. What's the move?	Thank the Father - revelation is His gift.<br><br><a href="https://www.jorap.com/notes/thank-father-for-revelation/">Read note: Thank Father for Revelation</a>	jorap-notes Eternal Principles Jesus Prayers
Tempted to gatekeep who gets to understand Scripture. What's the move?	Father reveals - not my credentials.<br><br><a href="https://www.jorap.com/notes/thank-father-for-revelation/">Read note: Thank Father for Revelation</a>	jorap-notes Eternal Principles Jesus Prayers
Small group turned into a flex session - my expertise on display. What's the move?	Thank the Father - not my status.<br><br><a href="https://www.jorap.com/notes/thank-father-for-revelation/">Read note: Thank Father for Revelation</a>	jorap-notes Eternal Principles Jesus Prayers
Kid asked a simple Jesus question that floored me. What comes first?	Receive it - little children see first.<br><br><a href="https://www.jorap.com/notes/thank-father-for-revelation/">Read note: Thank Father for Revelation</a>	jorap-notes Eternal Principles Jesus Prayers
Frustrated that someone less studied got it first. What's the move?	Thank the Father - rejoice at His choice.<br><br><a href="https://www.jorap.com/notes/thank-father-for-revelation/">Read note: Thank Father for Revelation</a>	jorap-notes Eternal Principles Jesus Prayers
Pride rising after teaching well - thumb on self-congratulation. What's the move?	Thank the Father - He let them see.<br><br><a href="https://www.jorap.com/notes/thank-father-for-revelation/">Read note: Thank Father for Revelation</a>	jorap-notes Eternal Principles Jesus Prayers
Feeling self-sufficient after a good week. What's the posture?	Admit need - receive as gift.<br><br><a href="https://www.jorap.com/notes/the-beatitudes/">Read note: The Beatitudes</a>	jorap-notes Eternal Principles Ethics
Loss hit hard and I want to skip church. What's the move?	Mourn honestly - comfort comes to mourners.<br><br><a href="https://www.jorap.com/notes/the-beatitudes/">Read note: The Beatitudes</a>	jorap-notes Eternal Principles Ethics
Thumb itching to clap back and prove I am strong. What's the move?	Stay meek - don&#x27;t grasp status.<br><br><a href="https://www.jorap.com/notes/the-beatitudes/">Read note: The Beatitudes</a>	jorap-notes Eternal Principles Ethics
Scrolling outrage instead of craving what God calls right. What's the hunger?	Hunger to do right - not rage.<br><br><a href="https://www.jorap.com/notes/the-beatitudes/">Read note: The Beatitudes</a>	jorap-notes Eternal Principles Ethics
Someone who wronged me needs help. First merciful move?	Show mercy - don&#x27;t choke the debt.<br><br><a href="https://www.jorap.com/notes/the-beatitudes/">Read note: The Beatitudes</a>	jorap-notes Eternal Principles Ethics
Persecuted for doing right - tempted to quit looking faithful. What's still true?	Stay the course - kingdom holds.<br><br><a href="https://www.jorap.com/notes/the-beatitudes/">Read note: The Beatitudes</a>	jorap-notes Eternal Principles Ethics
Disciples worried about lunch - He kept talking about the Father's will. What's the move?	Do the Father&#x27;s will - that feeds.<br><br><a href="https://www.jorap.com/notes/the-fathers-food/">Read note: The Father&#x27;s Food</a>	jorap-notes Eternal Principles Scripture
Treating obedience like homework after the fun - dessert I might skip. What's the move?	Obey first - will is the meal.<br><br><a href="https://www.jorap.com/notes/the-fathers-food/">Read note: The Father&#x27;s Food</a>	jorap-notes Eternal Principles Scripture
Skipped hard obedience because I was hungry and tired. What comes first?	Father&#x27;s errand first - food later.<br><br><a href="https://www.jorap.com/notes/the-fathers-food/">Read note: The Father&#x27;s Food</a>	jorap-notes Eternal Principles Scripture
Nothing on my own initiative - appetite leading the day. What's the move?	Only what pleases the Father.<br><br><a href="https://www.jorap.com/notes/the-fathers-food/">Read note: The Father&#x27;s Food</a>	jorap-notes Eternal Principles Scripture
Cravings before kingdom - lunch louder than the Sender. What's the move?	Father&#x27;s will first - not bread alone.<br><br><a href="https://www.jorap.com/notes/the-fathers-food/">Read note: The Father&#x27;s Food</a>	jorap-notes Eternal Principles Scripture
Obedience as side task, comfort as main course - flipped priorities. What's the move?	Will before cravings - obey first.<br><br><a href="https://www.jorap.com/notes/the-fathers-food/">Read note: The Father&#x27;s Food</a>	jorap-notes Eternal Principles Scripture
Thumb on post button, public critique loaded. One check before I hit send?	Reverse roles - would I want this said to me?<br><br><a href="https://www.jorap.com/notes/the-golden-rule/">Read note: The Golden Rule</a>	jorap-notes Eternal Principles Love
Waiting for fair treatment before I act well toward someone. Who moves first?	I go first - treat as I would want.<br><br><a href="https://www.jorap.com/notes/the-golden-rule/">Read note: The Golden Rule</a>	jorap-notes Eternal Principles Love
About to deliver hard truth with a harsh tone. How should I speak it?	As I would want it spoken - in love.<br><br><a href="https://www.jorap.com/notes/the-golden-rule/">Read note: The Golden Rule</a>	jorap-notes Eternal Principles Love
Tempted to just avoid harm and skip doing good. What's the active move?	Do good - not only avoid harm.<br><br><a href="https://www.jorap.com/notes/the-golden-rule/">Read note: The Golden Rule</a>	jorap-notes Eternal Principles Love
Hard call at the clinic desk - no checklist, just a person waiting. One check before I act?	How would I want to be treated?<br><br><a href="https://www.jorap.com/notes/the-golden-rule/">Read note: The Golden Rule</a>	jorap-notes Eternal Principles Love
Someone cut ahead at the clinic and I drafted a public scolding. One check?	Grace - how I would want to be corrected.<br><br><a href="https://www.jorap.com/notes/the-golden-rule/">Read note: The Golden Rule</a>	jorap-notes Eternal Principles Love
Comfortable path everyone else is on - crowd makes it feel safe. What's the move?	Take the hard road - life is that way.<br><br><a href="https://www.jorap.com/notes/the-narrow-way/">Read note: The Narrow Way</a>	jorap-notes Eternal Principles Discipleship
Saying Lord Lord but same secret sin - terror I'm not saved. What's still true?	Standing holds if you believed - confess and walk.<br><br><a href="https://www.jorap.com/notes/the-narrow-way/">Read note: The Narrow Way</a>	jorap-notes Eternal Principles Discipleship
Cross feels optional because grace saved me. What's still costly?	Daily following - not the salvation price.<br><br><a href="https://www.jorap.com/notes/the-narrow-way/">Read note: The Narrow Way</a>	jorap-notes Eternal Principles Discipleship
Broad road tempting because it is crowded and easy. One move?	Take the hard road - even if few find it.<br><br><a href="https://www.jorap.com/notes/the-narrow-way/">Read note: The Narrow Way</a>	jorap-notes Eternal Principles Discipleship
Moral performance as salvation ticket - earning road, not grace gate. What's the reframe?	Enter by faith - stop earning the gate.<br><br><a href="https://www.jorap.com/notes/the-narrow-way/">Read note: The Narrow Way</a>	jorap-notes Eternal Principles Discipleship
Tempted to skip hard obedience because everyone's comfortable. Who moves first?	I take the hard road - do not follow the crowd.<br><br><a href="https://www.jorap.com/notes/the-narrow-way/">Read note: The Narrow Way</a>	jorap-notes Eternal Principles Discipleship
Heard the Sermon preached many times - how I treat people unchanged. What's missing?	Do one command today - not hear only.<br><br><a href="https://www.jorap.com/notes/the-wise-builder/">Read note: The Wise Builder</a>	jorap-notes Eternal Principles Discipleship
Storm hit - job loss, betrayal, floor shaking. What still holds?	Keep obeying under stress - hearing alone collapses.<br><br><a href="https://www.jorap.com/notes/the-wise-builder/">Read note: The Wise Builder</a>	jorap-notes Eternal Principles Discipleship
Can quote the hard commands on money and enemies but skip them. What's showing?	Obey the hard commands - today.<br><br><a href="https://www.jorap.com/notes/the-wise-builder/">Read note: The Wise Builder</a>	jorap-notes Eternal Principles Discipleship
Bible study Monday, same gossip Tuesday. One move that matches hearing?	Do what he said - match hearing.<br><br><a href="https://www.jorap.com/notes/the-wise-builder/">Read note: The Wise Builder</a>	jorap-notes Eternal Principles Discipleship
Faith saved me but hearing feels empty. What's the next move?	Do one command - hear and do.<br><br><a href="https://www.jorap.com/notes/the-wise-builder/">Read note: The Wise Builder</a>	jorap-notes Eternal Principles Discipleship
Saved sermons and notes but no obedience showing up. One move I take today?	Obey one command Jesus gave.<br><br><a href="https://www.jorap.com/notes/the-wise-builder/">Read note: The Wise Builder</a>	jorap-notes Eternal Principles Discipleship
Saving articles and gear I will never use. Where's my heart drifting?	Stop stacking earth stuff - store what lasts.<br><br><a href="https://www.jorap.com/notes/treasure-in-heaven/">Read note: Treasure in Heaven</a>	jorap-notes Eternal Principles Priorities
Generosity impulse killed by fear of running out. What's the move?	Give anyway - store what lasts.<br><br><a href="https://www.jorap.com/notes/treasure-in-heaven/">Read note: Treasure in Heaven</a>	jorap-notes Eternal Principles Priorities
Hoarding bookmarks feels productive. What's the move?	Stop hoarding - use or share what matters.<br><br><a href="https://www.jorap.com/notes/treasure-in-heaven/">Read note: Treasure in Heaven</a>	jorap-notes Eternal Principles Priorities
Wallet and calendar show where heart actually lives. One reframe?	Aim treasure at what lasts with God.<br><br><a href="https://www.jorap.com/notes/treasure-in-heaven/">Read note: Treasure in Heaven</a>	jorap-notes Eternal Principles Priorities
Tempted to stack earthly security after grace saved me. What's the order?	Heaven secure - store what lasts there.<br><br><a href="https://www.jorap.com/notes/treasure-in-heaven/">Read note: Treasure in Heaven</a>	jorap-notes Eternal Principles Priorities
Thumb on another buy I do not need. One check before checkout?	Will this rust - or store something that lasts?<br><br><a href="https://www.jorap.com/notes/treasure-in-heaven/">Read note: Treasure in Heaven</a>	jorap-notes Eternal Principles Priorities
2 a.m. spin about next year's tuition - sleep gone. What's the move?	Pray today&#x27;s bread - not every future bill.<br><br><a href="https://www.jorap.com/notes/trust-god-for-today/">Read note: Trust God for Today</a>	jorap-notes Eternal Principles Prayer
Pantry thin on lean month - heroic grocery run in my head. What's the move?	Give us today - trust one day at a time.<br><br><a href="https://www.jorap.com/notes/trust-god-for-today/">Read note: Trust God for Today</a>	jorap-notes Eternal Principles Prayer
Tomorrow's worry pile eating today's shift. What's the move?	Enough for today - Father holds tomorrow.<br><br><a href="https://www.jorap.com/notes/trust-god-for-today/">Read note: Trust God for Today</a>	jorap-notes Eternal Principles Prayer
Fantasy todo list borrowed from tomorrow's energy. What's the move?	Cap today - honest bread portion.<br><br><a href="https://www.jorap.com/notes/trust-god-for-today/">Read note: Trust God for Today</a>	jorap-notes Eternal Principles Prayer
Kingdom first forgotten - anxiety stockpiling. What comes first?	Kingdom first - bread follows daily.<br><br><a href="https://www.jorap.com/notes/trust-god-for-today/">Read note: Trust God for Today</a>	jorap-notes Eternal Principles Prayer
Worrying harder like it earns provision - wrong move?	Ask for today&#x27;s portion - trust, don&#x27;t hoard panic.<br><br><a href="https://www.jorap.com/notes/trust-god-for-today/">Read note: Trust God for Today</a>	jorap-notes Eternal Principles Prayer
Insult landed - thumb drafting equal hurt back. What's the cycle-break?	Do not retaliate - absorb without escalating.<br><br><a href="https://www.jorap.com/notes/turn-the-other-cheek/">Read note: Turn the Other Cheek</a>	jorap-notes Eternal Principles Ethics
Sunk cost anger - already invested rage in this feud. Stop line?	Stop throwing anger after sunk hurt.<br><br><a href="https://www.jorap.com/notes/turn-the-other-cheek/">Read note: Turn the Other Cheek</a>	jorap-notes Eternal Principles Ethics
Eye-for-eye feels fair right now. What's the break?	Refuse payback - don&#x27;t become what hurt me.<br><br><a href="https://www.jorap.com/notes/turn-the-other-cheek/">Read note: Turn the Other Cheek</a>	jorap-notes Eternal Principles Ethics
Waiting to hit back before I act well toward them. What comes first?	Break cycle - do not return evil.<br><br><a href="https://www.jorap.com/notes/turn-the-other-cheek/">Read note: Turn the Other Cheek</a>	jorap-notes Eternal Principles Ethics
Public slap to my reputation - outrage justified in my head. Next move?	Do not hit back - do not mirror evil.<br><br><a href="https://www.jorap.com/notes/turn-the-other-cheek/">Read note: Turn the Other Cheek</a>	jorap-notes Eternal Principles Ethics
They struck first so my payback feels righteous. Who keeps score?	Grace freed me - do not score back.<br><br><a href="https://www.jorap.com/notes/turn-the-other-cheek/">Read note: Turn the Other Cheek</a>	jorap-notes Eternal Principles Ethics
White-knuckled patience until Thursday - snapped anyway. What comes first?	Ask Spirit before the meeting - not perform virtue.<br><br><a href="https://www.jorap.com/notes/walk-by-the-spirit/">Read note: Walk by the Spirit</a>	jorap-notes Eternal Principles Sanctification
Travel week temptation - phone the easy exit. What's the move?	One prayed no - before scroll wins.<br><br><a href="https://www.jorap.com/notes/walk-by-the-spirit/">Read note: Walk by the Spirit</a>	jorap-notes Eternal Principles Sanctification
Willpower sprint collapsed by Friday - badge useless. What's the move?	Walk daily - depend, not willpower alone.<br><br><a href="https://www.jorap.com/notes/walk-by-the-spirit/">Read note: Walk by the Spirit</a>	jorap-notes Eternal Principles Sanctification
Flesh wants shortcut - fork in the hallway. What's the move?	Choose Spirit path - one step now.<br><br><a href="https://www.jorap.com/notes/walk-by-the-spirit/">Read note: Walk by the Spirit</a>	jorap-notes Eternal Principles Sanctification
Fruit performance without connection - dry inside. What's missing?	Abide first - walk follows union.<br><br><a href="https://www.jorap.com/notes/walk-by-the-spirit/">Read note: Walk by the Spirit</a>	jorap-notes Eternal Principles Sanctification
Walk feels like buying heaven - motive check?	Grateful steps - grace already received.<br><br><a href="https://www.jorap.com/notes/walk-by-the-spirit/">Read note: Walk by the Spirit</a>	jorap-notes Eternal Principles Sanctification
Group chat blowing up before I'm out of bed - thumb hovering. What comes first?	Door closed - pray before I reply.<br><br><a href="https://www.jorap.com/notes/withdraw-to-pray/">Read note: Withdraw to Pray</a>	jorap-notes Eternal Principles Prayer
Crowds want more of me and I have nothing left - fumes only. What comes first?	Slip away - pray alone first.<br><br><a href="https://www.jorap.com/notes/withdraw-to-pray/">Read note: Withdraw to Pray</a>	jorap-notes Eternal Principles Prayer
Calendar stacked - treating quiet time like optional skip. What comes first?	Slip away - pray before I serve.<br><br><a href="https://www.jorap.com/notes/withdraw-to-pray/">Read note: Withdraw to Pray</a>	jorap-notes Eternal Principles Prayer
Skipped prayer and brought empty fumes to the last meeting. What comes first?	Slip away and pray - before the next push.<br><br><a href="https://www.jorap.com/notes/withdraw-to-pray/">Read note: Withdraw to Pray</a>	jorap-notes Eternal Principles Prayer
Posting my quiet time instead of having one - feed bait ready. What's the reframe?	Father alone - not the feed.<br><br><a href="https://www.jorap.com/notes/withdraw-to-pray/">Read note: Withdraw to Pray</a>	jorap-notes Eternal Principles Prayer
Inbox before prayer most mornings - phone wins again. What comes first?	Pray first - then serve the day.<br><br><a href="https://www.jorap.com/notes/withdraw-to-pray/">Read note: Withdraw to Pray</a>	jorap-notes Eternal Principles Prayer
Sarcastic group-chat reply loaded - teammate never sees grace. What's the move?	Delete it - name one thing they did right.<br><br><a href="https://www.jorap.com/notes/words-that-build-up/">Read note: Words That Build Up</a>	jorap-notes Eternal Principles Community
Correction to kid loading - ears already shut from rotten lunch speech. What's the move?	Build up at dinner - then the lesson lands.<br><br><a href="https://www.jorap.com/notes/words-that-build-up/">Read note: Words That Build Up</a>	jorap-notes Eternal Principles Community
Flattery drafted - no truth the hearer can use. What's the move?	Deposit grace - truth that helps.<br><br><a href="https://www.jorap.com/notes/words-that-build-up/">Read note: Words That Build Up</a>	jorap-notes Eternal Principles Community
Hot room - demolition speech loading in my throat. What's the move?	Gentle build-up - de-escalate, then truth.<br><br><a href="https://www.jorap.com/notes/words-that-build-up/">Read note: Words That Build Up</a>	jorap-notes Eternal Principles Community
Unsolicited fix without listening - ears closed. What's missing?	Listen first - then words that build.<br><br><a href="https://www.jorap.com/notes/words-that-build-up/">Read note: Words That Build Up</a>	jorap-notes Eternal Principles Community
Words loading to prove I'm still a good Christian after a bad week. What's the move?	Standing settled - speak to build up, not earn.<br><br><a href="https://www.jorap.com/notes/words-that-build-up/">Read note: Words That Build Up</a>	jorap-notes Eternal Principles Community
